_id,cdliNumber,bmIdNumber,accession,genre,fincke,publicationPlace,joins,subcollection,description,length,width,thickness,collection,script,date,folio,register,transliteration,notes
"K.17763","P403062","288971","","","","","","","Neo-Assyrian royal inscription?","","","","Kuyunjik","","","WGL 11547","","",""
"K.17764","P403063","288970","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11548","","",""
"K.17765","P403064","288969","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11549","","",""
"K.17766","","288968","","","","","K.1728","","+K 1728, restores AfO 23 41 25-30; fire incantation. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11550","","",""
"K.17767","P403065","288967","","","","","","","Sumerian. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11551","","",""
"K.17768","P403066","288966","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11552","","",""
"K.17769","P403067","288965","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11553","","",""
"K.17770","P403068","288964","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11554","","",""
"K.17771","P403069","288963","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11555","","",""
"K.17772","P403070","288962","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11556","","",""
"K.17773","P403071","288961","","","","","","","Ritual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11557","","",""
"K.17774","P403072","288960","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11558","","",""
"K.17775","P403073","288959","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11559","","",""
"K.17776","P403074","288958","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11560","","",""
"K.17777","P403075","288957","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11561","","",""
"K.17778","P403076","288956","","","","","","","Medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11562","","",""
"K.17779","P403077","288955","","","","","","","išid-su. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11563","","",""
"K.17780","P239521","288954","","rit;","left edge fragment (light clay)","","","","Late Babylonian. Ritual.","","","","Kuyunjik","NB","","WGL 11564","","",""
"K.17781","P403078","288953","","","","","","","Related to the Lamaštu series? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11565","","",""
"K.17782","P403079","288952","","","","","","","Bilingual incantation. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11566","","",""
"K.17783","P403080","288951","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11567","","",""
"K.17784","P403081","288950","","","","","","","Omens or Sumerian? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11568","","",""
"K.17785","P403082","288949","","","","","","","Colophon to Iqqur-ipuš. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11569","","",""
"K.17786","P403083","288948","","","","","","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11570","","",""
"K.17787","P403084","288947","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11571","","",""
"K.17788","P403085","288946","","","","","","","Large, coarse script. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11572","","",""
"K.17789","P403086","288945","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11573","","",""
"K.17790","P395896","288944","","","","","K.5126K.17737","","Udugḫul IX, dup. CT 16 39. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11574","","",""
"K.17791","P403087","288943","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11575","","",""
"K.17792","P403088","288942","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11576","","",""
"K.17793","P403089","288941","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11577","","",""
"K.17794","P365776","288940","","","","","K.215K.4343K.14760K.2110K.2105","","+K 215+ (CT 25 20), An=Anum III 189-199. Neo-Assyrian.","2,5 (incomplete)","1,3 (incomplete)","","Kuyunjik","","","WGL 11578","","",""
"K.17795","P403090","288939","","","","","","","Hymn. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11579","","",""
"K.17796","P403091","288938","","","","","","","Neo-Assyrian administrative, grant/census?","","","","Kuyunjik","","","WGL 11580","","",""
"K.17797","P403092","288937","","","","","","","Dup. AfO 19 62, Marduk prayer no. 2, 17-24. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11581","","",""
"K.17798","P403093","288936","","","","","","","Mentions Assyria. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11582","","",""
"K.17799","P336753","288935","","","","SAA 14, 409","","","Neo-Assyrian legal.","","","","Kuyunjik","","","WGL 11583","","",""
"K.17800","P403094","288934","","","","","","","Ritual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11584","","",""
"K.17801","P403095","288933","","","","","","","Large, coarse script. Neo-Assyrian document.","","","","Kuyunjik","","","WGL 11585","","",""
"K.17802","P239522","288932","","?","flake (red clay, with lots of salt on the surface); rather large script (3 lines)","","","","Large Late Babylonian.","","","","Kuyunjik","NB","","WGL 11586","","",""
"K.17803","P403096","288931","","","","","","","Large, well-spaced script. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11587","","",""
"K.17804","P403097","288930","","","","","","","Hymn. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11588","","",""
"K.17805","P239523","288929","","oracle enquiry (?) orreport extispicy (?)","middle part fragment (1+3+2+3+1 lines)K. 17805: fragment (light to red clay) rather large script (..+3+2.. lines).K. 18623: middle part fragment (red core with light slip); large, coarse Babylonian script (..1+2+3+1.. lines).K. 19073: middle part fragment of a query to the sungod (?) or an extispicy report (?); (..4+1.. lines); the palace (4': [...] É.GAL [...]) is mentioned","","K.18623K.19073","","Large Late Babylonian.","","","","Kuyunjik","NB","","WGL 11589","","",""
"K.17806","P403098","288928","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11590","","",""
"K.17807","P384932","288927","","","","","K.2373SM.391SM.531K.147001881,0727.77SM.101SM.931K.9372SM.257","","+K 2373+ (Laessoe, Bit rimki pl. 2), Bit rimki, House V. Catch-line to OECT VI p. 52. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11591","","",""
"K.17808","P403099","288926","","","","","","","Fire incantations, dup. AfO 23 42 III 1-4. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11592","","",""
"K.17809","P403100","288925","","","","","","","Ashurbanipal royal inscription? The Elamite. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11593","","",""
"K.17810","P403101","288924","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11594","","",""
"K.17811","P403102","288923","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11595","","",""
"K.17812","P403103","288922","","","","","","","k]urummat šarri. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11596","","",""
"K.17813","P403104","288921","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11597","","",""
"K.17814","P403105","288920","","","","","","","Dup. IV R 29 no. 1 rev. 12-17 (Udugḫul II). Neo-Assyrian.","","","","Kuyunjik","","","WGL 11598","","",""
"K.17815","P403106","288919","","","","","","","Dup. CT 17 6 17ff. (Asaggig). Neo-Assyrian.","","","","Kuyunjik","","","WGL 11599","","",""
"K.17816","P239524","288918","","pr","prayer (ikribu);flake of obverse (?) (red clay) (..1+1+2.. lines)","","","","Late Babylonian. Ikrib.","","","","Kuyunjik","NB","","WGL 11600","","",""
"K.17817","P403107","288917","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11601","","",""
"K.17818","P403108","288916","","","","","","","Cultic? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11602","","",""
"K.17819","P403109","288915","","","","","","","Neo-Assyrian dialect.","","","","Kuyunjik","","","WGL 11603","","",""
"K.17820","P403110","288914","","","","","","","Literature or royal inscription? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11604","","",""
"K.17821","P403111","288913","","","","","","","Medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11605","","",""
"K.17822","P403112","288912","","","","","","","Šumma izbu? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11606","","",""
"K.17823","P403113","288911","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11607","","",""
"K.17824","P403114","288910","","","","","","","Religious, Kusu. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11608","","",""
"K.17825","P403115","288909","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11609","","",""
"K.17826","P403116","288908","","","","","","","Commentary? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11610","","",""
"K.17827","P403117","288907","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11611","","",""
"K.17828","P403118","288906","","","","","","","Hymn or myth? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11612","","",""
"K.17829","P403119","288905","","","","","","","Religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11613","","",""
"K.17830","P403120","288904","","","","","","","Large, well-spaced script. Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11614","","",""
"K.17831","P403121","288903","","","","","","","Mentions horses. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11615","","",""
"K.17832","P403122","288902","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11616","","",""
"K.17833","P403123","288901","","","","","","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11617","","",""
"K.17834","P240365","288900","","","","SAA 04, 246","","","Large, well-spaced script. Mentions the town Ashur. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11618","","",""
"K.17835","P403124","288899","","","","","K.4918K.5125K.5233K.5145K.5342K.6046K.8417K.13426K.13519K.21847K.5004K.5029K.5275K.13556","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11619","","",""
"K.17836","P403125","288898","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11620","","",""
"K.17837","P403126","288897","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11621","","",""
"K.17838","P403127","288896","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11622","","",""
"K.17839","P403128","288895","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11623","","",""
"K.17840","P403129","288894","","","","","","","Liver omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11624","","",""
"K.17841","P403130","288893","","","","","","","Dup. CT 16 37 34-37, Udugḫul. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11625","","",""
"K.17842","P403131","288892","","","","","","","Enuma eliš I 34-42. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11626","","",""
"K.17843","P403132","288891","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11627","","",""
"K.17844","P403133","288890","","","","","","","Uncertain (very large, coarse script). Neo-Assyrian.","","","","Kuyunjik","","","WGL 11628","","",""
"K.17845","P403134","288889","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11629","","",""
"K.17846","P403135","288888","","","","","","","Ikrib? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11630","","",""
"K.17847","P403136","288887","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11631","","",""
"K.17848","P403137","288886","","","","","","","Bilingual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11632","","",""
"K.17849","P395638","288885","","","","","K.4562K.8267K.11639K.13588K.14245K.16172K.16859K.17652K.22243SM.1842","","(MSL IV 6-7 35-39), Emesal Vocabulary I. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11633","","",""
"K.17850","P403138","288884","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11635","","",""
"K.17851","P403139","288883","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11636","","",""
"K.17852","P403140","288882","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11637","","",""
"K.17853","P403141","288881","","","","","","","Atra-ḫasis I 203-208 (AfO 27 74*). Neo-Assyrian.","","","","Kuyunjik","","","WGL 11638","","",""
"K.17854","P403142","288880","","","","","","","Neo-Assyrian royal inscription?","","","","Kuyunjik","","","WGL 11639","","",""
"K.17855","P403143","288879","","","","","","","Very large, coarse script. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11640","","",""
"K.17856","P403144","288878","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11641","","",""
"K.17857","P403145","288877","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11642","","",""
"K.17858","P403146","288876","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11643","","",""
"K.17859","P239525","288875","","pr ?","fragment of obverse (?); (red clay) (..4+3.. lines)","","","","Late Babylonian. Prayer?","","","","Kuyunjik","NB","","WGL 11644","","",""
"K.17860","P403147","288874","","","","","","","Omens? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11645","","",""
"K.17861","P403148","288873","","","","","K.18535SM.624","","Theodicy 254-257, (+)K 3452+. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11646","","",""
"K.17862","P403149","288872","","","","","","","Ritual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11647","","",""
"K.17863","P403150","288871","","","","","","","Letter? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11648","","",""
"K.17864","P403151","288870","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11649","","",""
"K.17865","P403152","288869","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11650","","",""
"K.17866","P403153","288868","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11651","","",""
"K.17867","P403154","288867","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11652","","",""
"K.17868","P403155","288866","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11653","","",""
"K.17869","P403156","288865","","","","","","","Incantations. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11654","","",""
"K.17870","P403157","288864","","","","","","","Literary? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11655","","",""
"K.17871","P403158","288863","","","","","","","Šumma alu LVIII, not excerpts like CT 41 18 17ff. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11656","","",""
"K.17872","P403159","288862","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11657","","",""
"K.17873","P403160","288861","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11658","","",""
"K.17874","P403161","288860","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11659","","",""
"K.17875","P403162","288859","","","","","","","Prayer. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11660","","",""
"K.17876","P403163","288858","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11661","","",""
"K.17877","P403164","288857","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11662","","",""
"K.17878","P403165","288856","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11663","","",""
"K.17879","P403166","288855","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11664","","",""
"K.17880","P403167","288854","","","","","","","Magic? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11665","","",""
"K.17881","P403168","288853","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11666","","",""
"K.17882","P403169","288852","","","","","","","Magic or medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11667","","",""
"K.17883","P403170","288851","","","","","","","Šuilla prayer? Neo-Assyrian.","","","","Kuyunjik","","","WGL 11668","","",""
"K.17884","P403171","288850","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11669","","",""
"K.17885","P403172","288849","","","","","","","Bilingual litany, CLAM p. 577 380-383. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11670","","",""
"K.17886","P403173","288848","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11671","","",""
"K.17887","P403174","288847","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11672","","",""
"K.17888","P403175","288846","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 11673","","",""
